a última vez que fomos, você quase se afogou.;não, eu não fiz.
não, eu não fiz.;então por que o salva-vidas mergulhou na água?
então por que o salva-vidas mergulhou na água?;acho que ele queria se refrescar.
acho que ele queria se refrescar.;ele nadou até você.
ele nadou até você.;e então ele se virou.
e então ele se virou.;Talvez você esteja certo.
Talvez você esteja certo.;talvez devêssemos ir.
você é casado?;não. Eu sou divorciado.
não. Eu sou divorciado.;quando você se divorciou?
quando você se divorciou?;eu me divorciei há dois anos.
eu me divorciei há dois anos.;por que você se divorciou?
por que você se divorciou?;minha esposa me deixou.
minha esposa me deixou.;por que ela te deixou?
por que ela te deixou?;ela disse que não me amava mais.
ela disse que não me amava mais.;uau! isso é terrível.
uau! isso é terrível.;sim, foi.
sim, foi.;por que ela não te amava mais?
por que ela não te amava mais?;ela se apaixonou pelo meu melhor amigo.
estou entediado.;O que há na TV?
O que há na TV?;nada.
nada.;deve haver algo na tv!
deve haver algo na tv!;nada que seja interessante.
nada que seja interessante.;e aquele novo game show?
e aquele novo game show?;qual deles?
qual deles?;com ou sem acordo
com ou sem acordo;me diga que você está brincando.
me diga que você está brincando.;eu amo esse show.
eu amo esse show.;eu assisti uma vez. isso foi o suficiente.
eu assisti uma vez. isso foi o suficiente.;está no ar agora. vamos assistir juntos.
eu gosto de viver aqui.;eu concordo. pasadena é uma cidade agradável.
eu concordo. pasadena é uma cidade agradável.;não é muito grande.
não é muito grande.;e não é muito pequeno.
e não é muito pequeno.;tem ótimo clima durante todo o ano.
tem ótimo clima durante todo o ano.;tem o desfile de rosas.
tem o desfile de rosas.;tem belas casas.
tem belas casas.;tem restaurantes maravilhosos.
tem restaurantes maravilhosos.;tem ótimas escolas.
tem ótimas escolas.;é perto das montanhas.
é perto das montanhas.;as pessoas são amigáveis.
as pessoas são amigáveis.;eu nunca vou sair.
precisamos de um colchão novo.;qual o problema com este?
qual o problema com este?;não é confortável.
não é confortável.;parece-me bem.
parece-me bem.;eu jogar e virar a noite toda.
eu jogar e virar a noite toda.;você deveria parar de tomar café.
você deveria parar de tomar café.;olhe para essas marcas em meus braços.
olhe para essas marcas em meus braços.;o que eles são?
o que eles são?;são mordidas.
são mordidas.;o gato te mordeu?
o gato te mordeu?;não. os percevejos naquele colchão me morderam.
não. os percevejos naquele colchão me morderam.;OK. vamos comprar um colchão novo.
meu laptop é tão lento.;compre um novo.
compre um novo.;eu faria se tivesse dinheiro.
eu faria se tivesse dinheiro.;por que é tão lento?
por que é tão lento?;Esta é uma boa pergunta.
Esta é uma boa pergunta.;você levou em uma loja de informática?
você levou em uma loja de informática?;eu faria se tivesse dinheiro.
eu faria se tivesse dinheiro.;Bem, eu acho que você tem que viver com isso.
Bem, eu acho que você tem que viver com isso.;às vezes eu quero jogá-lo pela janela.
às vezes eu quero jogá-lo pela janela.;você não quer fazer isso.
você não quer fazer isso.;por que não?
por que não?;você pode bater em alguém na cabeça.
o que tem para o jantar?;Não tenho certeza.
Não tenho certeza.;que tal uma pizza?
que tal uma pizza?;você comeu pizza no almoço.
você comeu pizza no almoço.;mas eu amo pizza.
mas eu amo pizza.;todo mundo adora pizza.
todo mundo adora pizza.;então por que não posso comer pizza no jantar?
então por que não posso comer pizza no jantar?;porque você precisa de variedade.
porque você precisa de variedade.;"o que é ""variedade?"
"o que é ""variedade?";coisas diferentes - não a mesma coisa o tempo todo.
coisas diferentes - não a mesma coisa o tempo todo.;quer dizer, como uma pizza de pepperoni em vez de uma pizza de queijo?
quer dizer, como uma pizza de pepperoni em vez de uma pizza de queijo?;não, quero dizer uma salada em vez de uma pizza.
precisamos economizar.;por que precisamos economizar?
por que precisamos economizar?;porque precisamos comprar uma casa.
porque precisamos comprar uma casa.;mas uma casa é tão cara.
mas uma casa é tão cara.;é por isso que precisamos economizar dinheiro.
é por isso que precisamos economizar dinheiro.;quanto precisamos economizar?
quanto precisamos economizar?;precisamos economizar o suficiente para um adiantamento.
precisamos economizar o suficiente para um adiantamento.;quanto custa isso?
quanto custa isso?;isso é cerca de US $ 30.000.
isso é cerca de US $ 30.000.;trinta mil dólares! isso vai durar uma eternidade.
trinta mil dólares! isso vai durar uma eternidade.;não se economizarmos cada centavo.
não se economizarmos cada centavo.;OK. aqui estão sete centavos.
o oceano é tão grande.;você não pode ver o fim disso.
você não pode ver o fim disso.;continua e continua para sempre.
continua e continua para sempre.;e é profundo também.
e é profundo também.;acho que tem cinco milhas de profundidade.
acho que tem cinco milhas de profundidade.;há peixes no fundo?
há peixes no fundo?;há peixes na parte superior e na parte inferior.
há peixes na parte superior e na parte inferior.;há mais peixes ou mais pessoas?
há mais peixes ou mais pessoas?;acho que tem mais peixes.
acho que tem mais peixes.;espero que sim. eu amo comer peixe.
estou chateado com minha mãe.;por que é que?
por que é que?;eu a avisei sobre seu novo namorado. ela não me ouviu.
eu a avisei sobre seu novo namorado. ela não me ouviu.;o que aconteceu?
o que aconteceu?;eu dei a ela $ 1.000 para seu aniversário. eu disse a ela para gastá-lo em si mesma.
eu dei a ela $ 1.000 para seu aniversário. eu disse a ela para gastá-lo em si mesma.;isso foi muito legal de sua parte.
isso foi muito legal de sua parte.;eu descobri que ela deu para seu novo namorado.
eu descobri que ela deu para seu novo namorado.;Por que ela fez aquilo?
Por que ela fez aquilo?;ele disse que compraria um belo anel para ela.
ele disse que compraria um belo anel para ela.;o que há de errado com isso?
o que há de errado com isso?;ele foi para Las Vegas. ele perdeu tudo no jogo.
ele foi para Las Vegas. ele perdeu tudo no jogo.;Espero que sua mãe tenha terminado com ele.
os animais falam uns com os outros?;é claro que eles falam um com o outro.
é claro que eles falam um com o outro.;Do que eles falam?
Do que eles falam?;eles falam sobre outros animais.
eles falam sobre outros animais.;sobre o que mais eles falam?
sobre o que mais eles falam?;eles falam sobre comida e o clima.
eles falam sobre comida e o clima.;eles falam sobre nós?
eles falam sobre nós?;é claro que eles falam sobre nós.
é claro que eles falam sobre nós.;o que dizem sobre nós?
o que dizem sobre nós?;dizem que somos engraçados.
dizem que somos engraçados.;"ha! não somos engraçados; os animais são engraçados."
"ha! não somos engraçados; os animais são engraçados.";somos engraçados porque usamos roupas.
eu tenho que limpar a casa.;sim, é muito sujo.
sim, é muito sujo.;você pode me ajudar.
você pode me ajudar.;por que eu?
por que eu?;porque você ajudou a torná-lo sujo.
porque você ajudou a torná-lo sujo.;o que você quer que eu faça?
o que você quer que eu faça?;Eu quero que você limpe o banheiro.
Eu quero que você limpe o banheiro.;ai é fácil.
ai é fácil.;limpe a pia, a banheira, o balcão e o vaso sanitário.
limpe a pia, a banheira, o balcão e o vaso sanitário.;isso é muito trabalho.
isso é muito trabalho.;me diga quando terminar.
me diga quando terminar.;Acho que não. você só vai me dar mais trabalho.
você está assistindo muita tv.;o que você quer dizer?
o que você quer dizer?;quero dizer que você está desperdiçando sua vida.
quero dizer que você está desperdiçando sua vida.;Eu estou a divertir-me.
Eu estou a divertir-me.;você está sentado lá com a boca aberta.
você está sentado lá com a boca aberta.;quem se importa?
quem se importa?;eu me importo. faça alguma coisa.
eu me importo. faça alguma coisa.;OK. eu fiz alguma coisa.
OK. eu fiz alguma coisa.;o que você fez?
o que você fez?;aumentei o volume.
aumentei o volume.;"não foi isso que eu quis dizer com ""faça alguma coisa""."
"não foi isso que eu quis dizer com ""faça alguma coisa"".";você vai fazer alguma coisa? me deixe em paz.
você escreveu uma carta para a vovó?;sim eu fiz.
sim eu fiz.;você contou a ela sobre a escola?
você contou a ela sobre a escola?;eu disse a ela que a escola é divertida.
eu disse a ela que a escola é divertida.;você colocou a carta em um envelope?
você colocou a carta em um envelope?;sim, e eu fechei o envelope.
sim, e eu fechei o envelope.;colocou carimbo no envelope?
colocou carimbo no envelope?;não encontrei nenhum selo.
não encontrei nenhum selo.;eles estão na gaveta da cozinha.
eles estão na gaveta da cozinha.;OK. Acabei de colocar um selo no envelope.
OK. Acabei de colocar um selo no envelope.;me dê o envelope, e eu o enviarei para você.
me dê o envelope, e eu o enviarei para você.;quando a vovó vai aprender sobre e-mail?
por que você está bocejando?;Estou com sono.
Estou com sono.;por que você não vai para a cama?
por que você não vai para a cama?;eu quero assistir esse programa de tv
eu quero assistir esse programa de tv;talvez você devesse gravá-lo.
talvez você devesse gravá-lo.;o gravador está quebrado.
o gravador está quebrado.;então você deve assistir a reprise.
então você deve assistir a reprise.;porque? estou assistindo o original.
porque? estou assistindo o original.;mas você estará dormindo em cerca de um minuto.
mas você estará dormindo em cerca de um minuto.;eu só estou bocejando porque os comerciais estão no ar.
eu só estou bocejando porque os comerciais estão no ar.;OK. eu vou te dizer como o show termina.
OK. eu vou te dizer como o show termina.;zzz.
é domingo.;assim?
assim?;Você sabe o que isso significa.
Você sabe o que isso significa.;eu esqueci.
eu esqueci.;domingo significa que vamos à igreja.
domingo significa que vamos à igreja.;oh sim.
oh sim.;coloque um casaco e gravata.
coloque um casaco e gravata.;porque?
porque?;para mostrar respeito a deus e aos outros.
para mostrar respeito a deus e aos outros.;Estou feliz que domingo é apenas uma vez por semana.
Estou feliz que domingo é apenas uma vez por semana.;Espero que Deus não tenha ouvido isso.
Espero que Deus não tenha ouvido isso.;ele vai me perdoar.
você alimentou o gato?;eu vou fazer isso em um minuto.
eu vou fazer isso em um minuto.;o gato está miando. ele está com fome.
o gato está miando. ele está com fome.;OK. eu vou alimentá-lo agora.
OK. eu vou alimentá-lo agora.;você não deve fazê-lo esperar.
você não deve fazê-lo esperar.;eu estava fazendo minha lição de casa.
eu estava fazendo minha lição de casa.;o gato não se importa com sua lição de casa.
o gato não se importa com sua lição de casa.;o gato não se importa com nada.
o gato não se importa com nada.;é assim que os gatos são.
é assim que os gatos são.;tudo o que eles pensam é em si mesmos.
tudo o que eles pensam é em si mesmos.;talvez devêssemos nos livrar dele.
talvez devêssemos nos livrar dele.;claro que não! ele é família.
eu odeio fazer a barba.;eu também.
eu também.;acabei de me cortar de novo.
acabei de me cortar de novo.;você usou uma lâmina nova?
você usou uma lâmina nova?;Não importa. lâminas velhas cortadas, lâminas novas cortadas.
Não importa. lâminas velhas cortadas, lâminas novas cortadas.;talvez você deva usar um barbeador elétrico.
talvez você deva usar um barbeador elétrico.;eles fazem muito barulho, mas não dão um barbear rente.
eles fazem muito barulho, mas não dão um barbear rente.;talvez você devesse parar de se barbear.
talvez você devesse parar de se barbear.;e deixar a barba crescer?
e deixar a barba crescer?;claro. por que não?
claro. por que não?;porque comida e outras coisas grudam na minha barba.
porque comida e outras coisas grudam na minha barba.;Hmm. aqui está uma ideia. coloque creme no rosto e faça o gato lamber.
com licença.;sim?
sim?;você está lendo este jornal?
você está lendo este jornal?;Ah não. fique a vontade.
Ah não. fique a vontade.;eu perguntei porque o papel está sentado ao seu lado.
eu perguntei porque o papel está sentado ao seu lado.;obrigada. é educado da sua parte perguntar.
obrigada. é educado da sua parte perguntar.;algumas pessoas simplesmente pegariam.
algumas pessoas simplesmente pegariam.;Sim eu conheço. algumas pessoas são rudes.
Sim eu conheço. algumas pessoas são rudes.;eu sempre tento ser educado.
eu sempre tento ser educado.;eu também.
eu também.;o mundo precisa de pessoas mais educadas como nós.
o mundo precisa de pessoas mais educadas como nós.;concordo 100 por cento.
mãe, eu quero um cachorrinho.;deixe-me pensar sobre isso.
deixe-me pensar sobre isso.;por que você tem que pensar sobre isso?
por que você tem que pensar sobre isso?;porque um cachorro custa dinheiro.
porque um cachorro custa dinheiro.;não, não. filhotes são gratuitos.
não, não. filhotes são gratuitos.;sim, mas um cachorro precisa de tiros.
sim, mas um cachorro precisa de tiros.;tiros para quê?
tiros para quê?;para que não fique doente. assim como você recebe tiros.
para que não fique doente. assim como você recebe tiros.;eu odeio tiros.
eu odeio tiros.;e um cachorro come comida. comida custa dinheiro.
e um cachorro come comida. comida custa dinheiro.;sem problemas. vou dar-lhe comida do meu prato.
sem problemas. vou dar-lhe comida do meu prato.;oh, não você não. cachorros não comem vegetais.
olhe para todos esses gatinhos!;quantos são?
quantos são?;oito.
oito.;são todos tão fofos.
são todos tão fofos.;sim, mas eu não posso mantê-los.
sim, mas eu não posso mantê-los.;O que você irá fazer com eles?
O que você irá fazer com eles?;eu vou entregá-los. Você quer um?
eu vou entregá-los. Você quer um?;sim, eu adoraria um.
sim, eu adoraria um.;qual deles você quer?
qual deles você quer?;Aquele. aquele que é todo preto.
Aquele. aquele que é todo preto.;sim, eu gosto desse também.
sim, eu gosto desse também.;vou chamá-lo de preto.
meus pais vão à igreja todos os domingos.;eles confiam em Deus.
eles confiam em Deus.;eles esperam que eles vão para o céu.
eles esperam que eles vão para o céu.;eles provavelmente vão.
eles provavelmente vão.;mas ninguém sabe ao certo.
mas ninguém sabe ao certo.;isso é certeza.
isso é certeza.;ninguém sabe o que acontece depois que morremos.
ninguém sabe o que acontece depois que morremos.;se formos bons, seremos felizes no céu com Deus.
se formos bons, seremos felizes no céu com Deus.;isso é o que muitas pessoas acreditam.
isso é o que muitas pessoas acreditam.;se formos maus, seremos infelizes para sempre no inferno.
se formos maus, seremos infelizes para sempre no inferno.;eu não quero ir para o inferno.
eu não quero ir para o inferno.;vamos à igreja com seus pais no domingo.
Meu marido morreu.;Sinto muito por você.
Sinto muito por você.;obrigada.
obrigada.;quando ele morreu?
quando ele morreu?;um par de meses atrás.
um par de meses atrás.;Você continua sentindo falta dele.
Você continua sentindo falta dele.;sim, mas eu falo com ele quase todos os dias.
sim, mas eu falo com ele quase todos os dias.;quando você vai à igreja?
quando você vai à igreja?;não, quando eu ligo para ele no celular.
não, quando eu ligo para ele no celular.;o que você quer dizer?
o que você quer dizer?;Eu o enterrei com o celular dele.
Eu o enterrei com o celular dele.;o que você vai fazer quando a bateria acabar?
hoje é sexta-feira treze.;esse é um dia ruim.
esse é um dia ruim.;é suposto ser azar.
é suposto ser azar.;você deveria ficar em casa o dia todo.
você deveria ficar em casa o dia todo.;isto é o que eu faço.
isto é o que eu faço.;meu amigo ficou em um hotel na sexta-feira 13.
meu amigo ficou em um hotel na sexta-feira 13.;Isso foi um erro.
Isso foi um erro.;ele ficou no décimo terceiro andar.
ele ficou no décimo terceiro andar.;o que aconteceu?
o que aconteceu?;alguém roubou seu laptop.
alguém roubou seu laptop.;ele estava pedindo por isso.
ele estava pedindo por isso.;ele aprendeu a lição. ele está em casa hoje.
Você realmente me ama?;é claro.
é claro.;provar isso.
provar isso.;como posso provar isso?
como posso provar isso?;leve-me para jantar.
leve-me para jantar.;é isso? isso é tudo que eu tenho que fazer?
é isso? isso é tudo que eu tenho que fazer?;me leve a um bom restaurante, não ao mcdonald's.
me leve a um bom restaurante, não ao mcdonald's.;mas um bom restaurante custa dinheiro.
mas um bom restaurante custa dinheiro.;sim, e você tem que fazer uma reserva.
sim, e você tem que fazer uma reserva.;isso é um incômodo.
isso é um incômodo.;eu sabia que você não me amava.
eu sabia que você não me amava.;está bem, está bem! vou fazer uma reserva agora mesmo.
meus pais são divorciados.;assim são os meus.
assim são os meus.;por que seus pais se divorciaram?
por que seus pais se divorciaram?;meu pai encontrou uma nova namorada.
meu pai encontrou uma nova namorada.;Isso é ruim.
Isso é ruim.;minha mãe estava magoada e com raiva.
minha mãe estava magoada e com raiva.;ela tinha um bom motivo. o que ela fez?
ela tinha um bom motivo. o que ela fez?;ela disse a ele para largar sua namorada.
ela disse a ele para largar sua namorada.;o que seu pai fez?
o que seu pai fez?;ele se mudou de nossa casa.
ele se mudou de nossa casa.;eu acho que ele realmente gostou de sua nova namorada.
eu acho que ele realmente gostou de sua nova namorada.;sim, mas ela o deixou um ano depois.
o apartamento da minha avó tem um cheiro estranho.;também o meu.
também o meu.;acho que é cheiro de gente velha.
acho que é cheiro de gente velha.;Sério?
Sério?;sim. eu acho que quando você envelhece, você começa a cheirar mal.
sim. eu acho que quando você envelhece, você começa a cheirar mal.;como fruta que está muito madura?
como fruta que está muito madura?;sim, assim como a fruta que está muito madura.
sim, assim como a fruta que está muito madura.;mas o cheiro é diferente.
mas o cheiro é diferente.;sim, os velhos não cheiram a fruta.
sim, os velhos não cheiram a fruta.;não, eles cheiram como um brechó.
não, eles cheiram como um brechó.;sim, um brechó tem o mesmo cheiro.
sim, um brechó tem o mesmo cheiro.;sim, um cheiro antigo.
o preço dos selos sobe cada vez mais.;acho que selos costumavam custar um centavo.
acho que selos costumavam custar um centavo.;Isso foi há muito tempo atrás.
Isso foi há muito tempo atrás.;foi antes de eu nascer.
foi antes de eu nascer.;agora um selo custa 42 centavos.
agora um selo custa 42 centavos.;mas em maio serão 44 centavos.
mas em maio serão 44 centavos.;você já perdeu uma carta no correio?
você já perdeu uma carta no correio?;não, eu não tenho.
não, eu não tenho.;nem eu.
nem eu.;assim, eles fazem um bom trabalho para o dinheiro.
assim, eles fazem um bom trabalho para o dinheiro.;sim, eles fazem.
sim, eles fazem.;talvez não devêssemos reclamar.
um botão saiu da minha camisa.;o que você vai fazer?
o que você vai fazer?;primeiro, eu tenho que encontrar o botão.
primeiro, eu tenho que encontrar o botão.;onde você perdeu?
onde você perdeu?;Eu não faço ideia.
Eu não faço ideia.;um botão é difícil de encontrar. você olhou em seus punhos da calça?
um botão é difícil de encontrar. você olhou em seus punhos da calça?;essa é uma boa ideia.
essa é uma boa ideia.;Eu encontrei um botão nos punhos da minha calça uma vez.
Eu encontrei um botão nos punhos da minha calça uma vez.;deixa-me ver. não, não está lá.
deixa-me ver. não, não está lá.;muitas camisas vêm com um botão extra.
muitas camisas vêm com um botão extra.;você tem razão. este tem um botão extra.
você tem razão. este tem um botão extra.;agora é só costurar.
Eu tenho que ir ao banheiro.;você bebe muito café.
você bebe muito café.;mas eu amo café.
mas eu amo café.;bem, é a sua vida.
bem, é a sua vida.;você come muito chocolate.
você come muito chocolate.;Acho que não.
Acho que não.;você já se olhou no espelho?
você já se olhou no espelho?;você acha que estou engordando?
você acha que estou engordando?;eu não disse isso.
eu não disse isso.;o que você disse?
o que você disse?;Eu disse que tenho que ir ao banheiro.
Eu disse que tenho que ir ao banheiro.;isso é o que eu pensei que você disse.
você lavou a roupa?;sim eu fiz.
sim eu fiz.;o que você lavou?
o que você lavou?;lavei os lençóis e as toalhas.
lavei os lençóis e as toalhas.;cadê as fronhas?
cadê as fronhas?;sim, eu os tirei dos travesseiros e os lavei.
sim, eu os tirei dos travesseiros e os lavei.;secou tudo na secadora?
secou tudo na secadora?;sim, eu sequei tudo na secadora.
sim, eu sequei tudo na secadora.;então o que você fez?
então o que você fez?;dobrei todas as toalhas.
dobrei todas as toalhas.;você colocou os lençóis nas camas?
você colocou os lençóis nas camas?;sim, e eu coloquei as fronhas nos travesseiros.
você ouve rádio?;eu escuto dia e noite.
eu escuto dia e noite.;o que você ouve?
o que você ouve?;principalmente falar de rádio.
principalmente falar de rádio.;o que é isso?
o que é isso?;as pessoas falam sobre eventos atuais.
as pessoas falam sobre eventos atuais.;o que eles dizem?
o que eles dizem?;eles dizem que querem mudança.
eles dizem que querem mudança.;que tipo de mudança?
que tipo de mudança?;eles querem cortes de impostos.
eles querem cortes de impostos.;por que eles querem cortes de impostos?
por que eles querem cortes de impostos?;porque os cortes de impostos lhes pouparão dinheiro.
mãe to com fome.;procure na geladeira.
procure na geladeira.;Estou olhando. não há nada para comer.
Estou olhando. não há nada para comer.;tem certeza?
tem certeza?;está quase vazio.
está quase vazio.;eu fui ao mercado ontem.
eu fui ao mercado ontem.;eu não vejo nada.
eu não vejo nada.;comprei muitas laranjas e maçãs.
comprei muitas laranjas e maçãs.;não quero fruta. eu quero algo gostoso.
não quero fruta. eu quero algo gostoso.;comer a fruta. é bom para você.
comer a fruta. é bom para você.;da próxima vez que você for ao mercado, deixe-me ir com você.
da próxima vez que você for ao mercado, deixe-me ir com você.;não, obrigado. tudo que você quer comer são cachorros-quentes e barras de chocolate.
o que há para comer?;Eu não sei. procure na geladeira.
Eu não sei. procure na geladeira.;acho que vou fazer um sanduíche.
acho que vou fazer um sanduíche.;que tipo?
que tipo?;um sanduíche de presunto.
um sanduíche de presunto.;o pão está no armário.
o pão está no armário.;onde está a mostarda?
onde está a mostarda?;está na geladeira, eu acho.
está na geladeira, eu acho.;ah, sim, aqui está. você quer um sanduíche?
ah, sim, aqui está. você quer um sanduíche?;sim, isso soa bem.
sim, isso soa bem.;que tal umas batatas fritas?
que tal umas batatas fritas?;sim. e um picles, se tivermos algum.
é hora do seu banho, mocinha.;mas, mãe, eu não sou sujo.
mas, mãe, eu não sou sujo.;você precisa de um banho todos os dias.
você precisa de um banho todos os dias.;porque?
porque?;porque você não quer cheirar mal.
porque você não quer cheirar mal.;eu não cheiro ruim.
eu não cheiro ruim.;isto é o que você pensa.
isto é o que você pensa.;se eu cheirasse mal, eu poderia me cheirar.
se eu cheirasse mal, eu poderia me cheirar.;eu posso sentir seu cheiro.
eu posso sentir seu cheiro.;eu posso sentir seu cheiro, também.
eu posso sentir seu cheiro, também.;esse é o meu perfume.
esse é o meu perfume.;quando posso usar perfume?
algo está errado com o meu computador.;o que exatamente?
o que exatamente?;tudo que eu recebo é uma tela preta.
tudo que eu recebo é uma tela preta.;qual é o problema?
qual é o problema?;eu acho que sei, porque isso já aconteceu antes.
eu acho que sei, porque isso já aconteceu antes.;o que aconteceu antes?
o que aconteceu antes?;meu disco rígido travou.
meu disco rígido travou.;Ah não. isso é uma má notícia.
Ah não. isso é uma má notícia.;com certeza é, mas vou ligar para a HP primeiro, só para ter certeza.
com certeza é, mas vou ligar para a HP primeiro, só para ter certeza.;você vai perder todos os seus arquivos?
você vai perder todos os seus arquivos?;não, eu sempre faço backup dos meus arquivos.
não, eu sempre faço backup dos meus arquivos.;você é esperto.
liguei para a hp sobre meu computador.;o que eles disseram?
o que eles disseram?;eles disseram que eu preciso de um novo disco rígido.
eles disseram que eu preciso de um novo disco rígido.;Isso é ruim. quanto custa um novo?
Isso é ruim. quanto custa um novo?;não é muito, apenas cerca de US $ 85.
não é muito, apenas cerca de US $ 85.;mais a instalação?
mais a instalação?;não, meu disco rígido é fácil de remover e substituir.
não, meu disco rígido é fácil de remover e substituir.;Sério?
Sério?;sim, são apenas alguns parafusos.
sim, são apenas alguns parafusos.;muito legal.
muito legal.;é muito melhor do que pagar a alguém $ 60.
é muito melhor do que pagar a alguém $ 60.;se meu disco rígido travar, eu ligo para você.
Qual é o seu e-mail?;é bluedog123.
é bluedog123.;cão azul123. tem certeza que é tudo?
cão azul123. tem certeza que é tudo?;sim.
sim.;não. isso está incompleto.
não. isso está incompleto.;o que você quer dizer?
o que você quer dizer?;qual é o seu endereço de correspondência?
qual é o seu endereço de correspondência?;456 cherry drive, pasadena, ca 91170.
456 cherry drive, pasadena, ca 91170.;está correto.
está correto.;então qual é o problema?
então qual é o problema?;bluedog123 é apenas a rua. você tem que me dar a cidade, estado e CEP.
bluedog123 é apenas a rua. você tem que me dar a cidade, estado e CEP.;Oh, entendi. meu endereço de e-mail é bluedog123@yahoo.com.
Eu vou tirar uma soneca.;você deve desconectar o telefone.
você deve desconectar o telefone.;essa é uma boa ideia.
essa é uma boa ideia.;você quer que eu te acorde em uma hora?
você quer que eu te acorde em uma hora?;não, obrigado. apenas me deixe dormir até eu acordar.
não, obrigado. apenas me deixe dormir até eu acordar.;Vou começar o jantar às 6:00.
Vou começar o jantar às 6:00.;OK. acho que estarei acordado até lá.
OK. acho que estarei acordado até lá.;se não, seu nariz vai acordá-lo.
se não, seu nariz vai acordá-lo.;você quer dizer que eu vou sentir o cheiro da comida cozinhando?
você quer dizer que eu vou sentir o cheiro da comida cozinhando?;você pode até sonhar com o jantar.
você pode até sonhar com o jantar.;acho que não vou sonhar com nada. eu estou muito cansado.
acho que não vou sonhar com nada. eu estou muito cansado.;tenha uma boa soneca.
foi um bom funeral.;sim, pai, foi.
sim, pai, foi.;o filho fez um belo discurso sobre seu pai.
o filho fez um belo discurso sobre seu pai.;foi longo também.
foi longo também.;eu acho que foi cerca de 45 minutos de duração.
eu acho que foi cerca de 45 minutos de duração.;mas passou rápido. foi interessante.
mas passou rápido. foi interessante.;eu gostei.
eu gostei.;eu vou te dar um discurso como esse, também.
eu vou te dar um discurso como esse, também.;você acha que alguém virá ao meu funeral?
você acha que alguém virá ao meu funeral?;é claro.
é claro.;eu acho que só a família vai estar lá.
eu acho que só a família vai estar lá.;você tem muitos amigos. eles também estarão lá!
caramba! o que foi aquele barulho?;tive que assoar o nariz.
tive que assoar o nariz.;você teve que soprar bem ao lado do telefone?
você teve que soprar bem ao lado do telefone?;você ouviu isso?
você ouviu isso?;claro que ouvi isso. Eu pensei que um avião tinha caído em sua casa.
claro que ouvi isso. Eu pensei que um avião tinha caído em sua casa.;não era tão alto.
não era tão alto.;eu vou assoar meu nariz algum dia para você, e você verá.
eu vou assoar meu nariz algum dia para você, e você verá.;OK. eu vou levar a sua palavra para ela.
OK. eu vou levar a sua palavra para ela.;Eu pensei que você tinha um elefante em sua casa.
Eu pensei que você tinha um elefante em sua casa.;você é engraçado.
você é engraçado.;o que você disse? acho que fiquei surdo.
o que você disse? acho que fiquei surdo.;vou ao banheiro assoar o nariz. eu volto já.
tenho muitos amigos.;Sério? Quantos você tem?
Sério? Quantos você tem?;não sei, talvez cem.
não sei, talvez cem.;isso é muito amigo. Você tem um melhor amigo?
isso é muito amigo. Você tem um melhor amigo?;é claro. eu tenho muitos melhores amigos.
é claro. eu tenho muitos melhores amigos.;quantos melhores amigos você tem?
quantos melhores amigos você tem?;acho que uns vinte e cinco.
acho que uns vinte e cinco.;Hmm. eu tenho apenas um melhor amigo.
Hmm. eu tenho apenas um melhor amigo.;eu sinto muito por voce.
eu sinto muito por voce.;eu tenho apenas alguns amigos.
eu tenho apenas alguns amigos.;você deve estar sozinho. vou compartilhar meus amigos com você.
você deve estar sozinho. vou compartilhar meus amigos com você.;isso é muito legal de sua parte.
nunca me traia.;porque eu faria isso?
porque eu faria isso?;porque os homens gostam de enganar.
porque os homens gostam de enganar.;alguns homens fazem, mas não eu.
alguns homens fazem, mas não eu.;Estou te observando.
Estou te observando.;eu sou um livro aberto. me assista o quanto quiser.
eu sou um livro aberto. me assista o quanto quiser.;se eu te pegar, você vai se arrepender.
se eu te pegar, você vai se arrepender.;você não vai me pegar, porque eu te amo. eu não sou um trapaceiro.
você não vai me pegar, porque eu te amo. eu não sou um trapaceiro.;vou arrancar seus olhos.
vou arrancar seus olhos.;eu não quero nenhuma outra mulher.
eu não quero nenhuma outra mulher.;Eu vou cortar seus dedos dos pés, um por um.
Eu vou cortar seus dedos dos pés, um por um.;Querido por favor. você é a única mulher para mim, para sempre. eu juro.
eu odeio sair.;eu também.
eu também.;por que você odeia sair?
por que você odeia sair?;eu encontro muitos idiotas.
eu encontro muitos idiotas.;eu concordo.
eu concordo.;esta cidade está cheia de idiotas.
esta cidade está cheia de idiotas.;pessoas rudes estão por toda parte.
pessoas rudes estão por toda parte.;Mas o que você pode fazer?
Mas o que você pode fazer?;você pode gritar com eles.
você pode gritar com eles.;e eles vão gritar de volta para você.
e eles vão gritar de volta para você.;gritar não adianta.
gritar não adianta.;não. o melhor a fazer é ficar em casa.
você vai olhar para este formulário?;você está tendo problemas com isso?
você está tendo problemas com isso?;não entendo algumas coisas.
não entendo algumas coisas.;deixe-me ajudá-lo.
deixe-me ajudá-lo.;"o que significa ""mi""?"
"o que significa ""mi""?";mi significa inicial do meio.
mi significa inicial do meio.;"o que significa ""mm/dd/aa""?"
"o que significa ""mm/dd/aa""?";isso significa mês/dia/ano. usar números.
isso significa mês/dia/ano. usar números.;não entendo.
não entendo.;por exemplo, se sua data de nascimento for 12 de janeiro de 1987, escreva 12/01/87.
por exemplo, se sua data de nascimento for 12 de janeiro de 1987, escreva 12/01/87.;oh. isso é bastante simples.
oh. isso é bastante simples.;sempre imprima claramente e preencha as bolhas completamente.
